timestamp,Temperature,Humidity,Soil_Moisture,Soil_pH
2025-09-01 00:00:00,21.88582827,53.95560268,22.47978411,5.284388294
2025-09-01 01:00:00,19.07956367,54.29895203,23.98031432,6.107887491
2025-09-01 02:00:00,26.6758686,98.9912224,11.56631904,8.361576173
2025-09-01 03:00:00,20.17006633,36.4164597,36.1445695,7.929765785
2025-09-01 04:00:00,21.9157452,79.35562468,43.53254081,5.378418494
2025-09-01 05:00:00,15.02138518,96.33045929,37.93072916,5.579343944
2025-09-01 06:00:00,22.9462703,73.7103001,40.76731996,6.001308324
2025-09-01 07:00:00,15.33792816,87.00562683,19.95596094,6.149443779
2025-09-01 08:00:00,7.948809605,41.71854551,11.17783033,8.270204593
2025-09-01 09:00:00,22.57290576,52.97977928,40.64787421,7.258345275
2025-09-01 10:00:00,23.06644991,48.29955196,38.75265915,5.892802999
2025-09-01 11:00:00,26.89197088,81.57501562,4.939448676,5.332705845
2025-09-01 12:00:00,20.95994009,86.00698128,2.34938536,6.478668333
2025-09-01 13:00:00,22.73135113,99.64228566,2.184220701,8.49700781
2025-09-01 14:00:00,25.31961081,70.43870957,57.07317217,5.626593913
2025-09-01 15:00:00,16.81391861,73.00535661,38.43204251,7.578802036
2025-09-01 16:00:00,14.18896479,80.97187202,33.02587697,7.905202043
2025-09-01 17:00:00,18.96147742,95.12443661,45.43643347,8.094816265
2025-09-01 18:00:00,14.89675744,87.08023829,58.88162512,7.249116809
2025-09-01 19:00:00,25.69317763,62.4988509,46.42226567,7.409660297
2025-09-01 20:00:00,16.79040001,89.30128705,19.84573862,8.019319397
2025-09-01 21:00:00,19.02416735,55.44030944,5.725834501,7.236942931
2025-09-01 22:00:00,26.90820126,51.40202809,6.729762108,8.236934306
2025-09-01 23:00:00,25.34949957,79.8624209,31.13973034,7.310701327
2025-09-02 00:00:00,20.14025527,81.97299513,52.07282985,7.036781547
2025-09-02 01:00:00,23.79191344,74.8379956,25.01475029,7.323461175
2025-09-02 02:00:00,20.26306759,80.15806578,41.25652735,7.807104303
2025-09-02 03:00:00,19.12712784,84.98849331,9.54213804,8.024069576
2025-09-02 04:00:00,26.17333117,69.95256942,21.12865009,6.615716775
2025-09-02 05:00:00,22.55847973,36.9832926,22.02770786,5.007820773
2025-09-02 06:00:00,21.1594128,77.9894138,20.21041147,7.439468378
2025-09-02 07:00:00,18.80176249,84.90363278,17.08774019,7.867904946
2025-09-02 08:00:00,15.16729479,64.66705719,37.77198424,5.555451226
2025-09-02 09:00:00,19.7054748,39.05760893,14.13682122,7.415566822
2025-09-02 10:00:00,25.33927231,35.6165767,27.13732114,8.125694835
2025-09-02 11:00:00,24.15138302,34.50715318,32.13855415,6.937103731
2025-09-02 12:00:00,18.36243748,58.2881762,38.63258641,6.346678204
2025-09-02 13:00:00,23.19753959,51.18562221,45.36312766,7.047362026
2025-09-02 14:00:00,15.30544842,81.07028063,24.68064136,8.257624734
2025-09-02 15:00:00,20.22102857,85.08336058,41.43270552,5.256343779
2025-09-02 16:00:00,25.98201986,98.26756423,28.90749253,7.075428143
2025-09-02 17:00:00,23.84783399,93.09902849,43.49601469,6.601073472
2025-09-02 18:00:00,31.22565866,38.31904505,17.95419151,5.896897489
2025-09-02 19:00:00,20.69761886,80.58667918,28.87887624,7.765937001
2025-09-02 20:00:00,27.9992015,74.04162361,7.267144299,5.674583683
2025-09-02 21:00:00,16.03209695,61.55543176,69.15954161,6.641292325
2025-09-02 22:00:00,25.91729483,46.84193577,28.53817543,5.424703375
2025-09-02 23:00:00,15.083541,88.71675427,31.29083898,7.227273962
2025-09-03 00:00:00,21.36498274,84.72302782,41.69014904,5.512115763
2025-09-03 01:00:00,24.55843802,31.35014376,14.36239945,6.286417014
2025-09-03 02:00:00,8.632415495,48.85690679,54.69116666,5.272344766
2025-09-03 03:00:00,16.55361302,78.04874063,32.46879115,6.795356293
2025-09-03 04:00:00,18.70676909,92.13884566,31.69171365,5.680736152
2025-09-03 05:00:00,22.56385409,37.47542608,33.31782148,7.862325466
2025-09-03 06:00:00,18.86336839,52.4451075,27.95661089,7.824584351
